MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,,Lighting,Indoor Lighting,Chandeliers,,84322WH,84322WH Kichler Chandelier Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),,Kichler®,,84322WH,,Lighting & Ceiling Fans > Indoor Lighting > Chandeliers,"Kichler Lighting Chandelier, White, 84322WH",84322WH KICHLER CHANDELIER LT,"Kichler® 84322WH Chandelier Light, White Finish","Kichler® Chandelier Light, Model: 84322WH, Finish: White, Designed for indoor residential and commercial lighting applications.","Kichler® 84322WH Chandelier Light, White Finish","Brighten up your living space with this elegant chandelier light from Kichler. Featuring a classic white finish, it effortlessly combines style and functionality to enhance any room's decor.",,,,,,,,,,,,,,,,,,,,,,,,,,Chandelier Light,Model,84322WH,,Color,White,,Finish,White,,Product Type,Chandelier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEEDS REVIEW: Manufacturer is ungroundable from input,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Lighting,Indoor Lighting,Chandeliers,,52404BK,52404BK Kichler Chandelier Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler,Kichler®,,52404BK,,Lighting & Ceiling Fans > Indoor Lighting > Chandeliers,"Kichler Lighting, Indoor Chandelier Light Fixture, Black, 52404BK",52404BK KICHLER CHANDELIER LT,"Kichler® 52404BK Chandelier Light Fixture, Black Finish","Kichler® Chandelier Light Fixture, 52404BK, Indoor Lighting, Finish: Black, Style: Transitional/Modern, Mounting Type: Ceiling","Kichler® 52404BK Chandelier Light Fixture, Black Finish","Illuminate your dining room, foyer, or living space with this elegant chandelier from Kichler. Featuring a sophisticated black finish, it effortlessly blends style and reliable illumination to complement your home decor.",,,,,,,,,,,,,,,,,,,,,,,,,,Chandelier Light Fixture,Manufacturer Part Number,52404BK,,Brand,Kichler,,Product Type,Chandelier,,Color,Black,,Finish,Black,,Mounting Type,Ceiling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Lighting,Indoor Lighting,Chandeliers,,34686A,34686A Kichler Chandelier Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),,Kichler®,,34686A,,Lighting & Ceiling Fans > Indoor Lighting > Chandeliers,"Kichler Chandelier Light Fixture, Model 34686A",34686A KICHLER CHANDELIER LIGHT,Kichler® 34686A Chandelier Light Fixture,"Kichler® Chandelier Light Fixture, Model: 34686A, Indoor Lighting, Decorative Lighting",Kichler® 34686A Chandelier Light Fixture,"Illuminate your space with the elegant and stylish Kichler chandelier light. Designed to complement a variety of interior decor styles, this fixture provides beautiful ambient lighting for dining rooms, entryways, and living spaces.",,,,,,,,,,,,,,,,,,,,,,,,,,Chandelier Light,Model,34686A,,Product Type,Chandelier Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NEEDS REVIEW: Specific dimensions, bulb type, wattage, finish, and voltage ratings are missing from the raw catalog data and need verification.; Manufacturer is ungroundable from input",,,,,,,,,,,,,,,,,,,,No
,,,,,,,Lighting,Indoor Lighting,Chandeliers,,34687A,34687A Kichler Chandelier Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting LLC,Kichler®,,34687A,,Lighting > Indoor Lighting > Chandeliers,"Kichler Chandelier Light Fixture, Model 34687A",KICHLER 34687A CHANDELIER LT,Kichler® 34687A Chandelier Light Fixture,"Kichler® Chandelier Light Fixture, 34687A, designed for indoor residential and commercial decorative lighting applications.",Kichler® 34687A Chandelier Light Fixture,Enhance your living space with the elegant illumination of the Kichler chandelier light fixture. Expertly crafted for reliable performance and stylish aesthetic appeal.,,,,,,,,,,,,,,,,,,,,,,,,,,Chandelier,Model,34687A,,Item Type,Chandelier Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEEDS REVIEW: Limited technical specifications available in raw catalog data beyond MPN and basic product type.,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Lighting,Indoor Lighting,Chandeliers,,34688A,34688A Kichler Chandelier Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,-,Kichler Lighting,Kichler®,,34688A,,Lighting & Fans > Indoor Lighting > Chandeliers,Kichler Lighting 34688A Chandelier Light Fixture,KICHLER 34688A CHANDELIER LIGHT,Kichler® 34688A Chandelier Light Fixture,"Kichler® 34688A Chandelier Light, featuring a durable construction and elegant design suitable for indoor residential and commercial illumination applications.",Kichler® 34688A Chandelier Light Fixture,"Illuminate your living space with the elegant styling of this Kichler chandelier light fixture. Designed to provide beautiful ambient lighting, it serves as a stunning focal point for any room.",,,,,,,,,,,,,,,,,,,,,,,,,,Chandelier Light,Manufacturer Part Number,34688A,,Brand,Kichler,,Product Type,Chandelier Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NEEDS REVIEW: Specific dimensions, voltage, and bulb requirements are missing from the raw product description.",,,,,,,,,,,,,,,,,,,,No
,,,,,,,Lighting & Electrical,Indoor Lighting,Chandeliers,,43671BKCLR,43671BKCLR Kichler Chand Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler,Kichler®,,43671BKCLR,,Lighting & Ceiling Fans > Indoor Lighting > Chandeliers,"Kichler Chandelier, 43671BKCLR",KICHLER 43671BKCLR CHANDELIER,Kichler® 43671BKCLR Chandelier,"Kichler® Chandelier, Model: 43671BKCLR, Finish: Black Clear",Kichler® 43671BKCLR Chandelier,"Enhance your home decor with this stylish and elegant chandelier from Kichler. Designed to provide beautiful ambient lighting, it makes a stunning centerpiece for any room.",,,,,,,,,,,,,,,,,,,,,,,,,,Chandelier,Manufacturer Part Number,43671BKCLR,,Brand,Kichler,,Product Type,Chandelier,,Color / Finish,Black Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Lighting & Fans,Interior Lighting,Chandeliers,,52616BK,52616BK Kichler Chandelier Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler,Kichler®,,52616BK,,Lighting > Ceiling Lighting > Chandeliers,"Kichler 52616BK Chandelier Light, Black, 52616BK",52616BK KICHLER CHANDELIER LT,"Kichler® 52616BK Chandelier Light, Black","Kichler® Chandelier Light, Model: 52616BK, Color: Black, Finish: Black, Application: Indoor Lighting","Kichler® 52616BK Chandelier Light, Black","Illuminate your living space with the elegant and stylish Kichler Chandelier Light. Featuring a sleek black finish, this fixture adds a sophisticated touch to any room while providing warm and inviting illumination.",,,,,,,,,,,,,,,,,,,,,,,,,,Chandelier Light,Model,52616BK,,Color,Black,,Finish,Black,,Mounting Type,Ceiling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Lighting,Indoor Lighting,Chandeliers,,52616NI,52616NI Kichler Chandelier Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),,Kichler®,,52616NI,,Lighting & Ceiling Fans > Indoor Lighting > Chandeliers,"Kichler Lighting 52616NI Chandelier Light, Brushed Nickel, 52616NI",KICHLER 52616NI CHANDELIER LIGHT,"Kichler® 52616NI Chandelier Light, Brushed Nickel Finish","Kichler® Chandelier Light, 52616NI, Brushed Nickel Finish, [Fixture Type], [Number of Lights], [Bulb Type], [Voltage], Indoor Lighting","Kichler® 52616NI Chandelier Light, Brushed Nickel Finish","Illuminate your space with elegance using the Kichler Chandelier Light. Featuring a sophisticated brushed nickel finish, this fixture combines modern style with classic design to enhance any dining room or entryway.",,,,,,,,,,,,,,,,,,,,,,,,,,Chandelier Light,Series,52616NI,,Model,52616NI,,Finish,Brushed Nickel,,Color,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEEDS REVIEW: Manufacturer is ungroundable from input,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Lighting & Fans,Indoor Lighting,Chandeliers,,52678BK,52678BK Kichler Chandelier Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),,Kichler®,,52678BK,,Lighting & Fans > Indoor Lighting > Chandeliers,"Kichler Chandelier Light, Black, 52678BK",52678BK KICHLER CHANDELIER LT,"Kichler® 52678BK Chandelier Light, Black","Kichler® Chandelier Light, 52678BK, Black Finish, Indoor Lighting Fixture, Designed for Residential and Commercial Spaces","Kichler® 52678BK Chandelier Light, Black","Illuminate your space with the elegant design of this Kichler chandelier light. Featuring a sleek black finish, this fixture blends style and functionality to enhance any room's decor.",,,,,,,,,,,,,,,,,,,,,,,,,,Chandelier Light,Manufacturer Part Number,52678BK,,Color,Black,,Finish,Black,,Product Type,Chandelier Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEEDS REVIEW: Manufacturer is ungroundable from input,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Lighting,Indoor Lighting,Chandeliers,,52680CPZ,52680CPZ Kichler Chandelier Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),,Kichler®,,52680CPZ,,Lighting & Ceiling Fans > Indoor Lighting > Chandeliers,"Kichler Chandelier Light Fixture, 52680CPZ",KICHLER 52680CPZ CHANDELIER LT,Kichler® 52680CPZ Chandelier Light Fixture,"Kichler® Chandelier Light Fixture, Model: 52680CPZ, Indoor lighting solution designed to provide elegant illumination and enhance interior decor spaces.",Kichler® 52680CPZ Chandelier Light Fixture,"Enhance your home's interior with this stylish chandelier light fixture from Kichler. Designed to deliver both exceptional illumination and timeless aesthetic appeal, it is the perfect centerpiece for dining rooms, entryways, and living spaces.",,,,,,,,,,,,,,,,,,,,,,,,,,Chandelier Light Fixture,Model,52680CPZ,,Product Type,Chandelier Light,,Application,Indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEEDS REVIEW: Manufacturer is ungroundable from input,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Lighting & Electrical,Indoor Lighting,Chandeliers,,52772BK,52772BK Kichler Chandelier Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler,Kichler®,,52772BK,,Lighting & Ceiling Fans > Indoor Lighting > Chandeliers,"Kichler Chandelier, Black, 52772BK",52772BK KICHLER CHANDELIER LT,"Kichler® 52772BK Chandelier Light, Black","Kichler® Chandelier Light, 52772BK, Black finish, designed for indoor residential and commercial decorative lighting applications.","Kichler® 52772BK Chandelier Light, Black","Enhance your interior space with the elegant and stylish Kichler Chandelier Light. Featuring a sophisticated black finish, this fixture provides beautiful ambient illumination while serving as a stunning centerpiece for dining rooms, foyers, and living areas.",,,,,,,,,,,,,,,,,,,,,,,,,,Chandelier Light,Manufacturer Part Number,52772BK,,Brand,Kichler,,Color,Black,,Product Type,Chandelier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Lighting,Indoor Lighting,Chandeliers,,82399,82399 Kichler Chandelier Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting LLC,Kichler®,,82399,,Lighting & Ceiling Fans > Indoor Lighting > Chandeliers,"Kichler Chandelier Light Fixture, 82399",KICHLER 82399 CHANDELIER LIGHT,Kichler® 82399 Chandelier Light Fixture,"Kichler® 82399 Chandelier Light Fixture, designed for indoor lighting applications to enhance room ambiance and provide elegant overhead illumination.",Kichler® 82399 Chandelier Light Fixture,"Illuminate your living space with the classic elegance of the Kichler Chandelier Light. This stylish fixture delivers reliable, beautiful overhead lighting, making it a stunning centerpiece for dining rooms, foyers, and living areas.",,,,,,,,,,,,,,,,,,,,,,,,,,Chandelier Light Fixture,Manufacturer Part Number,82399,,Brand,Kichler,,Product Type,Chandelier Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Electrical,Lighting,High Bay Lights,,65-771R3,65-771R3 Nuvo Highbay Light,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573),Satco Products,Nuvo®,,65-771R3,,Electrical > Lighting > High Bay Lights,"Nuvo Highbay Light, 65-771R3",SATCO 65-771R3 NUVO HIGHBAY LIGHT,Nuvo® 65-771R3 Highbay Light,"Nuvo® Highbay Light, Model: 65-771R3, designed for industrial and commercial lighting applications providing high-lumen output and energy efficiency.",Nuvo® 65-771R3 Highbay Light,Illuminate your large commercial or industrial spaces with the reliable and energy-efficient Nuvo Highbay Light. Built to deliver superior brightness and long-lasting performance.,,,,,,,,,,,,,,,,,,,,,,,,,,Highbay Light,Model,65-771R3,,Product Type,Highbay Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Lighting,Indoor Lighting,Flush Mount Ceiling Lights,,42955BK,42955BK Kichler Ceiling Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler,Kichler®,,42955BK,,Lighting & Ceiling Fans > Indoor Lighting > Flush Mount Lights,"Kichler Ceiling Light, 42955BK",42955BK KICHLER CEILING LT,"Kichler® 42955BK Ceiling Light, Black","Kichler® Ceiling Light, Model: 42955BK, Color: Black, designed for indoor lighting applications providing stylish and reliable illumination.","Kichler® 42955BK Ceiling Light, Black","Enhance your indoor living space with the stylish and reliable Kichler Ceiling Light. Designed to seamlessly blend with various decor styles, this fixture delivers exceptional illumination while adding an elegant touch to any room.",,,,,,,,,,,,,,,,,,,,,,,,,,Ceiling Light,Model,42955BK,,Color,Black,,Product Type,Ceiling Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Lighting & Fans,Ceiling Lights,Flush Mount Ceiling Lights,,42275BK,42275BK Kichler Ceiling Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),,Kichler®,,42275BK,,Lighting & Ceiling Fans > Ceiling Lights > Semi-Flush & Flush Mount Lights,"Kichler Lighting 42275BK Ceiling Light, Black Finish, 42275BK",KICHLER 42275BK CEILING LIGHT,"Kichler® 42275BK Ceiling Light, Black Finish","Kichler® Ceiling Light, Series: 42275, Model: 42275BK, Finish: Black, Material: Steel, Style: Transitional, Fixture Type: Ceiling Light","Kichler® 42275BK Ceiling Light, Black Finish","Add a touch of modern elegance to your indoor space with this stylish ceiling light from Kichler. Featuring a versatile black finish and durable construction, it seamlessly blends with a wide range of interior decor styles.",,,,,,,,,,,,,,,,,,,,,,,,,,Ceiling Light,Series,42275,,Model,42275BK,,Color,Black,,Finish,Black,,Mounting Type,Ceiling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEEDS REVIEW: Manufacturer is ungroundable from input,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Lighting & Fans,Indoor Lighting,Ceiling Flush Mount Lights,,62-1850,"62-1850 11"" Led Ceiling Light",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573),"Satco Products, Inc.",SATCO®,,62-1850,,Lighting & Fans > Indoor Lighting > Ceiling Flush Mount Lights,"SATCO, LED Ceiling Light, 11 in, 62-1850",SATCO 62-1850 11IN LED CEILING LIGHT,SATCO® 62-1850 11 in LED Ceiling Light,"SATCO® 11 in LED Ceiling Light, Model: 62-1850, Size: 11 in, Light Source: LED, Mounting Type: Ceiling",SATCO® 62-1850 11 in LED Ceiling Light,"Illuminate your space efficiently with the SATCO 11-inch LED ceiling light. Designed for modern indoor applications, this reliable fixture provides bright, energy-saving illumination.",,,,,,,,,,,,,,,,,,,,,,,,,,LED Ceiling Light,Series,62-1850,,Model,62-1850,,Size,11,in,Lighting Technology,LED,,Mounting Type,Ceiling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
